Word,Upvote,Link,Comment,Follower,AnswerSum,useful
80,5,0,0,79,5,yes
115,13,1,0,23,75,no
59,4,0,0,"1,116",279,no
22,3,0,1,136,132,no
25,3,0,0,8,1,no
81,4,0,0,70,588,no
39,9,0,0,140,5,no
175,13,0,1,"3,070",197,no
150,3,0,0,795,117,yes
8,3,0,0,134,368,yes
15,0,0,0,9,5,yes
666,3,1,0,684,13,yes
112,14,1,0,280,155,yes
81,2,0,1,457,103,yes
15,10,0,1,"1,820",2,yes
162,0,0,0,78,26,yes
165,11,0,1,"4,271",153,yes
112,23,0,1,"2,908",168,yes
260,7,1,0,"3,154","1,576",yes
137,5,1,0,84,117,yes
96,6,0,0,129,233,yes
46,3,0,0,72,676,yes
114,4,0,1,"3,070",197,yes
17,0,1,0,578,522,yes
155,2,0,0,139,1,yes
40,3,1,1,40,43,yes
726,43,0,1,837,15,yes
253,5,1,0,577,96,yes
418,122,1,1,645,23,no
206,52,1,0,393,48,no
196,51,1,1,331,93,no
295,40,0,1,49,9,no
77,15,0,1,132,103,yes
28,11,0,0,233,5,no
47,121,0,1,"16,665",537,no
244,59,0,0,"15,786",946,yes
86,50,0,1,"6,412","2,473",no
78,9,0,0,48,12,yes
36,0,0,1,106,625,no
8,9,1,0,562,52,no
9,0,1,0,26,29,no
127,35,1,0,171,2,no
52,6,0,0,"1,960",228,no
88,2,1,0,2,2,yes
81,74,1,1,"5,684",457,yes
35,2,0,0,144,54,no
210,115,1,1,"7,207",94,yes
671,76,0,1,216,28,no
68,16,1,0,25,9,no
139,58,1,1,600,230,no
594,4,1,0,93,58,no
101,8,0,1,57,18,no
113,21,1,0,305,34,no
155,223,0,1,612,49,yes
209,204,1,1,"26,858",873,no
270,156,1,1,"5,179",65,no
59,8,1,0,372,125,yes
131,174,1,1,"28,643","7,615",no
214,60,0,1,"2,524",257,yes
18,7,1,0,"3,453","3,181",no
87,4,0,0,114,19,yes
37,1,0,1,"4,124","2,908",no
142,2,0,0,53,343,no
27,1,0,0,11,52,no
63,25,0,1,"4,096",387,no
37,18,1,1,584,27,yes
44,3,1,0,266,73,no
61,1,0,1,"1,644","1,079",no
3,1,0,0,33,3,no
19,0,0,0,78,26,yes
59,11,1,0,"16,665",537,yes
19,2,0,0,176,63,yes
28,2,0,0,313,205,no
25,0,0,0,27,16,no
431,85,1,1,331,93,yes
115,2,0,1,"1,257",184,yes
75,2,0,0,729,267,yes
248,9,0,1,452,71,yes
186,4,0,1,118,6,yes
159,24,1,1,515,282,yes
91,10,0,0,577,96,no
98,0,0,0,144,455,no
47,121,0,1,"16,665",537,no
244,59,0,0,"15,786",946,yes
86,50,0,1,"6,412","2,473",no
78,9,0,0,48,12,yes
154,7,0,0,51,6,yes
105,2,0,1,504,39,yes
20,9,1,1,"3,622",519,yes
38,4,0,0,72,676,yes
79,7,0,0,21,64,no
25,10,1,0,550,23,no
20,46,0,1,"7,141",761,yes
62,3,0,1,452,71,yes
206,4,0,0,"2,782","1,092",yes
52,0,0,0,5,60,no
59,4,0,0,829,77,no
25,1,1,0,116,11,no
18,2,1,0,76,10,no
86,6,0,0,"17,097","9,076",no
362,41,0,1,504,39,no
218,6,1,0,331,93,yes
118,10,0,0,154,7,yes
54,2,0,0,114,19,yes
12,2,0,0,910,107,no
38,0,0,0,132,22,no
112,23,0,1,"2,908",168,yes
260,7,1,0,"3,154","1,576",yes
137,5,1,0,84,117,yes
96,6,0,0,129,233,yes
46,3,0,0,72,676,yes
114,4,0,1,"3,070",197,yes
8,9,1,0,562,52,no
9,0,1,0,26,29,no
61,4,0,0,"2,782","1,092",yes
155,3,0,0,246,48,no
14,1,0,0,6,3,yes
8,0,0,0,48,37,no
10,0,0,1,34,3,no
392,635,1,1,995,50,no
259,22,1,1,153,46,no
54,11,1,0,499,109,no
230,0,0,0,0,2,yes
23,0,1,0,0,12,no
86,9,0,1,"5,331",333,yes
130,5,0,1,61,2,yes
107,1,0,1,23,9,yes
93,5,0,1,295,39,yes
73,1,0,0,457,146,yes
10,0,0,0,4,1,no
261,35,0,1,"2,187",169,yes
117,1,1,0,129,13,yes
102,1,1,1,50,227,yes
77,2,1,0,118,5,no
23,1,0,0,250,441,yes
146,1,0,0,31,6,yes
178,12,0,0,"4,271",153,yes
492,12,0,1,214,104,yes
239,0,0,0,532,"3,262",yes
13,2,1,0,172,98,yes
83,0,1,0,129,57,yes
131,1,0,1,7,36,yes
25,3,0,1,167,"1,431",yes
163,6,1,1,"1,042",237,yes
138,1,1,0,36,7,yes
13,0,1,0,,,no
28,1,0,1,110,246,yes
70,19,0,1,"5,685",457,yes
173,2,0,0,81,11,yes
52,3,0,0,"2,633","3,832",yes
90,40,0,0,"5,685",457,yes
120,19,0,1,435,46,yes
288,2,0,0,187,945,yes
118,2,0,1,205,41,yes
41,22,0,1,379,24,yes
101,6,0,1,"2,790",182,yes
75,4,0,1,"3,258",270,yes
62,1,0,0,35,2,yes
254,4,0,0,163,260,yes
58,0,0,1,6,23,yes
478,1,0,1,769,318,yes
92,1,0,1,28,58,yes
20,0,0,1,63,29,yes
57,2,0,0,653,181,yes
471,0,0,0,262,102,yes
77,2,0,1,,,yes
111,3,1,1,"1,597",256,yes
72,7,0,1,86,145,yes
180,0,0,0,82,331,yes
117,0,1,0,8,8,yes
112,0,0,1,125,29,yes
193,11,0,1,"7,598",104,yes
445,2,0,1,103,3,yes
95,16,0,1,307,126,yes
222,10,0,1,"3,070",197,yes
149,2,1,0,351,115,yes
37,0,0,0,"7,754",415,yes
520,0,0,1,,,yes
118,0,1,0,40,26,yes
108,1,0,0,"3,550","6,501",yes
64,1,1,0,57,48,yes
41,0,0,0,"2,774","2,508",yes
21,2,0,0,101,21,yes
28,0,0,0,130,184,yes
291,7,0,0,176,43,yes
61,0,0,0,130,1,yes
130,11,0,1,195,19,yes
50,14,0,1,928,481,yes
59,0,0,1,0,5,yes
306,2,0,0,181,22,yes
281,0,0,0,216,148,yes
122,0,0,0,284,170,yes
374,49,0,0,"5,685",457,yes
118,1,0,0,180,61,yes
122,1,0,0,5,26,yes
264,2,0,0,9,20,yes
323,1,0,0,21,204,yes
261,0,1,0,75,53,yes
120,1,0,0,64,172,yes
53,0,0,0,69,909,yes
69,1,0,0,21,294,yes
87,0,0,0,181,22,yes
60,0,0,0,1,49,yes
262,10,0,1,"2,050",154,yes
80,3,0,0,53,69,yes
43,14,1,0,25,20,yes
147,7,0,1,53,41,yes
27,30,1,1,26,122,yes
106,5,0,0,92,2,yes
253,47,0,1,544,71,yes
349,3,0,0,394,89,yes
139,3,0,0,66,6,yes
55,2,0,1,746,141,yes
59,2,0,0,0,1,yes
118,0,0,0,0,1,yes
36,2,0,0,120,125,yes
8,1,0,0,11,68,yes
92,1,1,1,0,3,yes
28,0,0,1,148,196,yes
285,16,0,1,50,274,yes
92,3,0,0,194,217,yes
134,3,0,0,83,33,yes
98,3,0,0,142,158,yes
32,2,0,0,11,45,yes
193,1,0,0,23,18,yes
416,2,1,0,29,24,yes
7,1,1,0,17,436,no
24,1,0,0,92,108,yes
1023,3,0,0,65,430,yes
295,9,0,1,"1,769",409,yes
161,3,0,1,335,3,yes
375,5,0,1,571,67,yes
98,1,0,0,10,13,yes
125,3,1,0,120,125,yes
235,1,1,0,197,9,yes
75,0,1,0,5,24,yes
141,3,0,0,134,368,yes
86,0,0,0,222,66,yes
359,0,1,0,44,2,yes
20,2,0,0,31,25,yes
149,1,1,0,155,282,yes
51,4,1,0,100,31,yes
158,10,0,0,774,48,yes
66,1,0,0,4,4,yes
147,28,1,0,8,0,no
42,4,0,0,847,88,no
33,1,1,0,369,142,no
48,0,1,0,59,71,yes
17,0,0,0,,,no
29,5.1k,0,1,,,no
234,5,1,1,"4,642","3,517",yes
103,3,1,1,132,66,yes
36,2,0,1,57,30,yes
223,9,0,0,180,166,yes
35,0,1,0,59,71,no
512,0,0,0,,,yes
60,1,0,1,105,16,yes
26,1,0,0,139,102,yes
5,0,0,0,6,67,no
48,1,0,0,89,5,yes
16,0,0,0,91,24,yes
147,1,0,0,3,3,yes
347,3,0,0,127,69,yes
21,0,0,0,,,yes
38,0,0,0,,,yes
19,0,1,0,,,no
26,0,0,0,5,6,yes
20,1,0,0,356,306,yes
12,1,0,1,111,11,no
133,2,0,0,224,33,yes
157,1,0,0,532,"3,262",yes
52,1,0,0,284,78,yes
23,2,1,0,109,203,yes
30,1,1,0,59,71,no
67,0,0,1,1,3,yes
12,0,1,0,0,3,yes
109,6,0,1,172,46,yes
474,3,0,0,66,51,yes
123,3,1,0,204,277,yes
47,1,1,0,138,63,yes
33,1,0,0,25,46,yes
58,0,1,0,265,2,yes
21,0,1,0,147,72,yes
10,3,0,1,157,374,yes
14,0,0,0,110,246,yes
27,0,0,0,26,78,yes
45,0,1,0,166,56,yes
91,4,0,0,715,"1,295",yes
189,0,1,0,162,376,yes
67,2,0,0,113,41,yes
30,1,0,0,105,16,yes
154,1,1,0,140,154,yes
60,1,0,0,81,37,yes
79,672,0,1,"31,347",126,yes
132,7,0,0,451,88,yes
589,141,0,1,"3,278",669,yes
105,6,0,1,"1,619","1,088",yes
77,18,0,0,6,3,yes
143,2,0,0,120,125,yes
102,1,0,0,80,88,yes
71,1,0,0,16,8,no
88,0,0,0,228,183,yes
54,1,1,1,13,7,yes
27,1,0,1,9,2,no
46,1,0,0,20,1,yes
19,0,1,0,169,"1,436",yes
88,0,0,1,95,684,yes
247,32,0,1,"11,803","1,814",yes
121,4,1,0,358,20,yes
450,5,1,0,130,57,yes
7,1,0,0,78,26,no
65,0,1,0,497,594,yes
51,0,1,0,17,47,yes
182,1,0,0,9,2,yes
17,0,0,0,2,25,yes
206,2,0,0,112,346,yes
191,6,0,0,956,133,yes
47,1,0,1,159,83,yes
24,3,0,0,157,6,yes
342,152,0,1,"9,687",32,yes
23,66,1,0,"5,695",457,yes
31,2,0,0,33,6,yes
35,13,0,0,376,14,yes
39,6,0,1,"14,740",225,yes
175,13,0,1,"11,803","1,814",yes
141,5,0,1,"5,695",457,yes
38,2,0,0,69,105,yes
119,3,1,0,"1,168",12,yes
46,0,0,0,2,3,yes
71,2,0,0,87,35,yes
113,4,0,0,"6,414","2,473",yes
111,1,0,0,613,377,yes
7,1,0,0,106,0,yes
13,0,1,0,"1,582",111,yes
198,0,0,0,262,6,yes
63,0,1,0,34,59,yes
78,0,0,0,50,945,yes
123,3,1,0,351,115,yes
45,83,1,1,"5,930",641,yes
151,0,0,0,176,698,yes
94,2,1,0,5,17,yes
266,6,0,0,331,38,yes
148,26,0,0,"4,273",153,yes
66,1,1,0,8,6,yes
80,1,0,1,530,310,yes
69,3,0,0,181,33,yes
84,3,0,1,771,319,yes
90,0,0,1,47,209,yes
55,0,0,0,102,157,yes
96,2,1,0,751,44,yes
54,1,0,0,51,93,yes
49,3,0,0,42,33,yes
59,3,0,1,144,72,yes
119,1,0,0,771,319,yes
220,189,0,1,"29,369","1,295",no
244,59,0,0,"15,836",946,no
218,65,1,1,841,9,no
75,3,0,0,120,15,no
78,9,0,0,48,12,no
36,13,0,0,113,161,no
100,8,1,0,3,1,no
66,1,0,0,645,23,no
46,10,0,0,289,2,no
48,5,0,0,184,1,no
13,19,0,1,"4,473",97,no
154,7,0,0,51,6,no
28,1,0,1,36,7,no
244,1,0,0,217,47,no
159,5,0,0,191,30,yes
15,5,0,0,260,24,no
17,2,0,1,50,21,yes
12,34,0,1,"4,456",162,yes
47,6,0,0,"5,695",457,no
193,857,0,1,602,32,yes
954,324,1,1,473,13,yes
135,25,0,1,117,59,yes
74,11,0,0,223,55,no
70,34,0,1,"1,117",279,no
51,5,0,0,210,2,no
313,3.2k,0,1,"29,369","1,295",no
362,826,1,1,101,27,yes
114,96,0,0,4,3,yes
138,624,1,1,76,7,yes
265,579,1,0,179,58,yes
209,160,1,0,92,179,no
199,441,1,1,389,56,yes
130,77,0,1,"1,107",118,yes
235,121,0,1,258,20,no
315,83,1,0,332,93,no
114,23,1,1,14,2,no
158,30,0,1,497,594,no
46,106,1,0,686,20,yes
36,44,0,0,"1,117",279,no
102,23,1,0,21,6,yes
470,3.8k,0,1,909,531,yes
79,22,1,0,"9,779",280,yes
217,2,0,0,169,"1,436",yes
70,1,0,0,3,23,yes
103,24,0,0,741,283,yes
99,14,0,1,"2,218","1,058",yes
31,10,0,0,221,"1,708",yes
185,1,0,0,138,858,yes
36,6,0,0,741,283,yes
127,1,0,0,85,5,yes
68,5,0,0,"2,784","1,092",no
197,2,0,0,13,49,no
39,0,0,0,77,494,yes
48,0,1,0,497,594,yes
280,9,1,1,25,22,yes
18,1,0,0,76,366,no
60,95,1,1,"9,936",64,no
109,11,0,0,7,1,no
99,5,0,0,51,196,no
6,6,0,0,"5,625","2,832",no
59,1,0,1,204,277,no
22,6,0,0,"4,127","2,909",yes
133,15,1,0,"7,031",323,yes
182,11,0,1,228,281,yes
273,87,0,1,40,31,no
93,11,0,1,89,12,no
108,22,0,0,453,88,yes
426,0,0,0,"1,268",608,no
215,1,0,0,2,19,no
92,15,0,0,328,169,yes
576,440,0,1,639,127,no
390,131,0,1,"1,599",256,yes
117,5,1,0,117,381,no
112,4,1,0,50,183,no
40,4,1,0,109,203,yes
73,0,1,0,0,7,yes
43,2,0,0,"4,127","2,909",yes
128,3,1,0,138,858,yes
273,1,0,0,249,236,yes
18,0,0,0,106,15,yes
34,1,0,0,51,93,yes
295,2,0,1,24,1,yes
9,1,0,1,167,2,yes
347,0,0,0,"2,784","1,092",yes
316,3,0,0,315,53,yes
143,4,1,1,"1,397",379,yes
48,2,1,0,280,155,yes
22,1,0,0,59,36,yes
813,625,1,1,310,249,no
601,70,0,0,"2,316",490,no
180,13,0,0,9,1,no
789,350,1,1,201,892,no
804,174,1,1,477,150,no
60,32,0,0,157,41,no
139,22,0,1,650,57,yes
200,10,1,0,964,159,yes
155,2,0,0,112,4,yes
19,0,1,0,150,20,no
312,2,0,1,144,27,yes
143,1,0,0,457,146,yes
292,2,0,0,144,54,yes
77,2,0,1,296,14,yes
208,79,1,1,"3,596",794,no
190,39,0,0,"14,094",476,yes
868,16,0,1,"3,075",197,yes
47,5,1,0,332,93,yes
97,0,0,1,249,236,yes
14,0,0,0,37,27,yes
134,0,0,0,68,16,yes
389,1,0,0,332,93,yes
271,1,0,1,262,102,yes
66,1,1,1,33,253,yes
180,13,0,0,8,24,no
778,4,1,0,15,2,no
349,3,0,0,577,96,yes
14,2,1,0,37,27,no
17,0,0,0,23,9,yes
60,4,0,0,212,56,yes
58,4,0,1,"5,209","3,149",no
18,3,0,1,137,82,no
108,0,0,0,117,6,yes
